CODE BARRE;ARTICLE;CODE;DESIGNATION_2;CODE_SELECTION;LOT;QTE;super Gros;demi gros;pharmacien;PPA;PRIX_SOLDE;PRIX_MIN;LABORATOIRE;fournisseur;ZONE;POIDS;CBM;CONDITIONNEMENT;QTE_STOCK_ALERTE;DATE_DERNIER_ACHAT;DATE_DERNIERE_VENTE;ART_FAMILLE_FR;OK_BLOQUE_VENTE;N°ARTICLE;N°LOT;
000127;GESTA PLUS BT/30 CP;GEST0001;INALPHARM;          ;628       ;14;704.2;717.49;744.06;950;664.34;684.27;;1;Z3-A5;0.1;0.01;;0;16/01/2025;17/02/2025;COMPLEMENT ALLIMENTA;N;117;117;
110092;ACTIMER HYPERTONIQUE 150 ML  20% UG;ACTI0001;;          ;003       ;18;469.31;482.72;491.66;590;451.43;460.37;;29/01/2028;Z4-E4;0.1;0.01;;0;18/02/2025;19/02/2025;PARA PHRMACIE       ;N;118;118;
200054;OK PHARMA ARTICOFLEX BT/30 COMP;ARTI0001;;          ;;0;802.05;817.18;832.32;998.79;756.65;779.35;;28-JANV;Z3-C4;0.1;0.01;;0;08/11/2023;17/02/2025;COMPLEMENT ALLIMENTA;N;119;119;
;# COTON TIGE BT/100;COTI0001;;          ;          ;0;47.7;48;51.34;0;45;46.35;;2-4-3-43;Z5;0.1;0.01;;0;25/11/2024;20/02/2025;HYGIENNE            ;N;120;120;
110012;ACTIMER ISOTONIQUE 150 ML  30% UG;ACTI0002;;          ;002       ;25;427.22;441.16;449.49;540;410.96;419.09;;28-1;Z5-C4;0.1;0.01;;0;18/02/2025;19/02/2025;PARA PHRMACIE       ;N;121;121;
300011;BB STOP APHTE ADULTE 125 ML;BBSA0001;20% UG;          ;;34;371.06;378.06;392.07;483.1;350.06;360.56;;1-16;Z7-B8;0.1;0.01;;0;12/02/2025;19/02/2025;PARA PHRMACIE       ;N;123;123;
;BB STOP APHTE JUNIOR 125 ML;BBSA0002;20 % UG;          ;;15;359.38;366.16;383.08;467.87;339.04;349.21;;JANV-16;Z3-C8;0.1;0.01;;0;17/07/2024;17/02/2025;PARA PHRMACIE       ;N;124;124;
731591;BB CARIAX 250 ML;BBCA0001;CARIAX GINGIVAL;          ;          ;0;740.41;754.38;768.35;950;698.5;719.45;;28-JANV;Z4;0.1;0.01;;0;06/10/2022;25/12/2022;PARA PHRMACIE       ;N;125;125;
000775;STICK LEVRE SIMBLE   BT/24;BECA0001;;          ;;96;95.08;96.88;100.46;0;89.7;92.39;;29-JANV;Z3-A2;0.1;0.01;;0;26/12/2024;10/02/2025;PARA PHRMACIE       ;N;126;126;
000683;VASELINE BEBE SIMBEL 40 GR      CT/36 PCS;VABE0001;;          ;;100;100.05;102.91;107.68;0;95.44;98.15;;1-29;Z4-E3;0.1;0.01;;0;20/02/2025;17/02/2025;ANTI SEPTIQUE       ;N;127;127;
000256;CRM PEDESTRIL POUR PIED TUBE 75 ML;CRPE0001;CREME TUBE SIMBEL  POUR PIED SEC 75 ML;          ;87        ;19;152.5;155.38;169.77;250;143.87;148.19;;1;Z7-C4;0.1;0.01;;0;30/08/2022;04/11/2024;PARA PHRMACIE       ;N;128;128;
000690;CRM PEDESTRIL PIED SEC POT 70 ML;CRPE0002;;          ;315       ;21;103.34;105.29;109.19;0;97.49;100.41;;1;Z7-D4;0.1;0.01;;0;21/06/2023;12/05/2024;PARA PHRMACIE       ;N;129;129;
000713;VASELINE SIMBEL CITRON POT 40 ML JAUNE;VASI0001;;          ;;0;50.93;51.89;54.49;70;48.05;49.49;;1;Z1-C6;0.1;0.01;;0;15/03/2022;09/10/2023;PARA PHRMACIE       ;O;130;130;
000805;ASPIRATEUR NASAL SIMBEL;ASNA0001;;          ;          ;24;194.77;204.05;213.32;280;187.35;191.06;;JANV-29;ZZ10-I1;0.1;0.01;;0;04/02/2025;06/01/2025;BEBE                ;N;131;131;
000188;HUILE DE RICIN SIMBEL;HURI0001;;          ;;0;67.9;69.18;70.47;0;64.06;65.98;;1;Z5-B2;0.1;0.01;;0;15/03/2022;21/08/2024;PARA PHRMACIE       ;N;132;132;
000266;VOMITEB COMP BT/ 30;COVO0001;NAUSEE REMONTE ACIDE;5%        ;015       ;58;429.94;438.05;450.22;580;409.66;425.88;;28-29-1-16-95;Z3-B6;0.1;0.01;;0;11/02/2025;10/02/2025;COMPLEMENT ALLIMENTA;N;133;133;
002895;VOMITEB SIROP 100 ML;SIVO0001;NAUSEE REMONTE ACIDE;          ;010       ;110;349.46;356.05;379.12;480;336.15;339.58;MAGPHARM;28-95-16;Z3;0.1;0.01;;0;19/01/2025;17/02/2025;COMPLEMENT ALLIMENTA;N;134;134;
002895;VOMITEB SIROP 100 ML;SIVO0001;NAUSEE REMONTE ACIDE;          ;003       ;0;433.94;442.13;458.51;599;409.38;421.68;MAGPHARM;28-95-16;Z3;0.1;0.01;;0;29/09/2022;23/01/2023;COMPLEMENT ALLIMENTA;O;134;2247;
001546;TISANE SANTE VIE GAZ COLON  BT/15 SAC;TISA0001;;          ;          ;68;335.34;341.67;354.29;434.99;316.36;325.85;;28-1-62-29-16-95;Z4-C1;0.1;0.01;;0;20/02/2025;19/02/2025;COMPLEMENT ALLIMENTA;N;135;3441;
001546;TISANE SANTE VIE GAZ COLON  BT/15 SAC;TISA0001;;          ;s         ;0;341.66;341.66;354.29;435.01;319.51;332.17;;28-1-62-29-16-95;Z4-C1;0.1;0.01;;0;24/09/2023;28/01/2024;COMPLEMENT ALLIMENTA;O;135;135;
000068;APPETIT KID SIROP 200 ML;APKI0001;;          ;007       ;2;567.08;577.79;599.18;765;534.97;551;MAGPHARM;29-1-28-16;Z3-M8;0.1;0.01;;0;31/08/2024;31/12/2024;COMPLEMENT ALLIMENTA;N;136;136;
000228;SOLVITYL SIROP 120 ML;SISO0001;MULTIVITAMINE + 2 ANS;          ;;106;558.04;573.99;595.25;760;536.78;547.41;;1;Z3-A7;0.1;0.01;;0;05/02/2025;12/02/2025;COMPLEMENT ALLIMENTA;N;137;137;
000235;SOLYNE ENERGY BT / 30 CP;SOLY0001;MULTIVITAMINE + ZINC + VIT C;          ;002       ;30;481.81;490.9;518.18;649.99;454.54;468.18;MAGPHARM;28-29-1-16-95;Z3-L3;0.1;0.01;;0;04/02/2025;10/02/2025;COMPLEMENT ALLIMENTA;N;138;138;
000075;BABY DO SIROP 60ML  @;BADO0001;;          ;002       ;0;421.65;429.6;445.51;580;397.78;409.71;MAGPHARM;28/01/1995;Z3-E7;0.1;0.01;;0;30/08/2022;06/02/2023;COMPLEMENT ALLIMENTA;O;139;139;
000075;BABY DO SIROP 60ML  @;BADO0001;;          ;003       ;59;463.28;472.02;489.51;625;437.06;450.17;MAGPHARM;28/01/1995;Z3-E7;0.1;0.01;;0;19/02/2025;20/02/2025;COMPLEMENT ALLIMENTA;N;139;2494;
000082;BABY GAZ SIROP 100 ML;BAGA0001;;          ;4065      ;84;462.29;471.01;501.54;634.99;436.12;449.2;MAGPHARM;28-28-95-1-16;Z3-M8;0.1;0.01;;0;13/02/2025;17/02/2025;COMPLEMENT ALLIMENTA;N;140;2776;
000082;BABY GAZ SIROP 100 ML;BAGA0001;;          ;018       ;0;438.32;446.43;458.61;635;406.9;426.14;MAGPHARM;28-28-95-1-16;Z3-M8;0.1;0.01;;0;08/12/2022;18/07/2023;COMPLEMENT ALLIMENTA;O;140;140;
000341;SIROP THYMO SEPTINE 100 ML;THSE0001;;          ;010       ;0;458.69;467.35;480.33;595;432.73;445.71;MAGPHARM;28-95-1-16;Z3;0.1;0.01;;0;06/12/2022;26/02/2024;COMPLEMENT ALLIMENTA;O;141;2026;
000341;SIROP THYMO SEPTINE 100 ML;THSE0001;;          ;009       ;83;461.77;470.48;479.19;599;435.63;448.7;MAGPHARM;28-95-1-16;Z3;0.1;0.01;;0;13/02/2025;22/02/2025;COMPLEMENT ALLIMENTA;N;141;141;
000273;SIROP TOUX KID 100 ML;TOKI0001;;          ;090       ;0;393.13;400.55;407.97;495;370.88;382.01;MAGPHARM;28-29-1-62-CF03-95-1;Z3;0.1;0.01;;0;23/01/2023;13/09/2023;COMPLEMENT ALLIMENTA;O;142;2194;
000273;SIROP TOUX KID 100 ML;TOKI0001;;          ;4020      ;123;393.12;402.44;433.93;540.02;376.36;382.02;MAGPHARM;28-29-1-62-CF03-95-1;Z3;0.1;0.01;;0;13/02/2025;17/02/2025;COMPLEMENT ALLIMENTA;N;142;2714;
;SOLYNE VIT D3 1000 UI BT/30;SOLY0002;;          ;22        ;0;504.05;513.56;537.34;680;475.52;489.79;MAGPHARM;28-28-1-16;Z3-A4;0.1;0.01;;0;26/06/2024;05/08/2024;COMPLEMENT ALLIMENTA;N;143;2988;
;SOLYNE VIT D3 1000 UI BT/30;SOLY0002;;          ;;0;481.82;490.91;513.64;680;454.55;468.19;MAGPHARM;28-28-1-16;Z3-A4;0.1;0.01;;0;15/06/2023;26/06/2023;COMPLEMENT ALLIMENTA;O;143;143;
;SOLYNE VIT D3 400 UI BT/30;SOLY0003;;          ;;0;333.56;339.85;352.44;450;314.68;324.12;MAGPHARM;28-29-1;Z3-A4;0.1;0.01;;0;20/06/2024;02/10/2024;COMPLEMENT ALLIMENTA;N;144;144;
000846;SOLYNE VIT D3 50 000 UI BT/08;SOLY0004;;          ;;62;515.17;524.89;549.19;695;486.01;500.59;MAGPHARM;28-28-95-1-16;Z3-B6;0.1;0.01;;0;11/02/2025;23/02/2025;COMPLEMENT ALLIMENTA;N;145;145;
001676;SOLYNE VIT D3 800 UI BT/30;SOLY0005;;          ;;0;378.04;385.17;401.22;510;356.64;367.34;MAGPHARM;28-29-1-95-16;Z3-M5;0.1;0.01;;0;24/03/2024;01/08/2024;COMPLEMENT ALLIMENTA;N;146;146;
;PHYNGY MULTIVITAMINE AMPOULE BT/10;PHYN0001;;          ;;0;703.49;716.76;768.46;999.02;663.67;683.58;;1;Z3-M5;0.1;0.01;;0;15/03/2022;22/05/2023;COMPLEMENT ALLIMENTA;N;147;147;
;PHYTONUS MULTIVITAMINE AMPOULE BT/10;PHYT0002;;          ;;0;802.28;817.42;832.56;999.07;756.87;779.58;;1;Z3-M5;0.1;0.01;;0;15/03/2022;06/07/2024;COMPLEMENT ALLIMENTA;N;148;148;
;BAUME GLUCOFLEX  75 GR;GLUC0001;;          ;21043     ;0;551.5;561.9;572.31;699;520.29;535.89;;28-29-1-95-16;Z3-L8;0.1;0.01;;0;20/08/2024;18/09/2024;PARA PHRMACIE       ;N;149;149;
;COMPRIME GLUCOFLEX 750 MG BT/60;GLUC0002;;          ;          ;0;1178.6;1200.84;1239.76;1590;1111.89;1145.25;12/23;29-1;Z3-E6;0.1;0.01;;0;06/06/2022;15/08/2022;COMPLEMENT ALLIMENTA;N;150;150;
612181;COMPRIME FLEXOFYTOL BT/60;FLEX0002;;          ;          ;0;2343.55;2387.77;2498.32;3200.06;2210.9;2277.23;;1;SR;0.1;0.01;;0;15/03/2022;14/11/2022;COMPLEMENT ALLIMENTA;N;151;151;
;COMPRIME CHONDROFLEX BT/90;CHON0001;;          ;          ;0;2441.2;2487.26;2579.38;3200.05;2303.02;2372.11;;1;SR;0.1;0.01;;0;15/03/2022;10/10/2022;COMPLEMENT ALLIMENTA;N;152;152;
980609;INHALATEUR RHINHAL ACM  BT/24;INRH0001;;          ;          ;0;64.04;65.87;69.99;0;61.6;62.82;;28-1;Z3-F4;0.1;0.01;;0;19/12/2024;19/02/2025;PARA PHRMACIE       ;N;153;153;
000242;SOLYNE GROSSESSE BT/15*15;SOLY0006;;5%        ;007       ;158;530;540;560.15;715;500;515;MAGPHARM;CF03-28-28-95-1-16;Z3-A3;0.1;0.01;;0;06/02/2025;13/02/2025;COMPLEMENT ALLIMENTA;N;154;2809;
000242;SOLYNE GROSSESSE BT/15*15;SOLY0006;;5%        ;008       ;0;530;540;560;715;500;515;MAGPHARM;CF03-28-28-95-1-16;Z3-A3;0.1;0.01;;0;11/04/2023;22/05/2023;COMPLEMENT ALLIMENTA;O;154;154;
;CRM CALMIDERME 40GR     30% UG;CRCA0001;PICURE ET IRRITATION;          ;CM005     ;8;589.36;600.43;639.34;795;555.95;572.63;;28-29-1-95;Z3-I6;0.1;0.01;;0;05/11/2023;12/10/2024;PARA PHRMACIE       ;N;155;155;
0024458;STICK DOLOROL 08 ML BT/12 PCS;STDO0001;POUR LA MIGRAINE;          ;DR09      ;72;363.22;370.07;388.92;490;342.66;352.94;;28-29-1-CF03-16-95;Z3-G4;0.1;0.01;;0;22/02/2025;22/02/2025;PARA PHRMACIE       ;N;156;156;
100042;BIOMAX OMEGA 3 BT/30 CP;OMEG0002;;          ;55669     ;46;987.71;1006.34;1024.98;1230;931.8;959.75;;28-29-1-16-95;Z4-B2;0.1;0.01;;0;30/01/2025;18/02/2025;COMPLEMENT ALLIMENTA;N;157;157;
100271;BIOMAX  VITAMINE   E   BT/30CP;VITE0001;;          ;8809      ;0;786.95;801.8;816.65;980;742.41;764.68;;28-29-1-16;Z3-K5;0.1;0.01;;0;16/04/2024;03/02/2025;COMPLEMENT ALLIMENTA;N;158;158;
428019;BIOMAX  BIO SLIM BT/30 CP;BIOM0003;;          ;;0;1003.78;1022.72;1041.66;1249.99;946.96;975.37;;29/01/2016;SR;0.1;0.01;;0;06/03/2024;11/11/2024;COMPLEMENT ALLIMENTA;N;159;159;
100295;BIOMAX MAG MAX .B1 B2 B6 BT/30;BIOM0004;;          ;18191     ;25;682.57;695.44;708.32;850;643.93;663.25;;28-29-1-95-16;Z4-A1;0.1;0.01;;0;06/02/2025;05/02/2025;COMPLEMENT ALLIMENTA;N;160;160;
100400;BIOMAX SELENIUM ACE  BT/30;BIOM0005;ANTI AGE;          ;;0;899.39;916.36;933.33;1120;848.48;873.93;;28-28-95-1-16;Z3-B3;0.1;0.01;;0;22/01/2025;17/02/2025;COMPLEMENT ALLIMENTA;N;161;161;
;THE VERT CAFE VERT BT/45 CP;THCA0001;PROGRAMME MINCEUR;          ;;0;410.22;417.96;453.84;590;387;398.61;;1;SR;0.1;0.01;;0;15/03/2022;02/08/2023;COMPLEMENT ALLIMENTA;N;162;162;
120150;TISANE SLIMMING PLUS BT/30 SACHET;TISL0001;;          ;;0;1850.75;1885.67;1910.76;2484.02;1745.99;1798.37;;1;Z3-D3;0.1;0.01;;0;15/03/2022;20/11/2024;COMPLEMENT ALLIMENTA;N;163;163;
486702;TISANE VIA ANANAS BT/30 SACHET;TIVI0001;;          ;          ;0;1850.75;1885.67;1987.2;2484;1745.99;1798.37;;1;SR;0.1;0.01;;0;15/03/2022;20/05/2024;COMPLEMENT ALLIMENTA;N;164;164;
000110;COMPRIME VIA ANANAS BT/60 CP;COVI0001;;          ;;0;1902.16;1938.05;2127.37;2600;1794.49;1848.32;;1;SR;0.1;0.01;;0;15/03/2022;17/04/2023;COMPLEMENT ALLIMENTA;N;165;165;
000976;CRM DEPIGMENTANTE LCA 40ML;LCA00001;;          ;009       ;2;1356.5;1382.1;1433.29;1830;1279.72;1318.11;;28-1;Z6-B1;0.1;0.01;;0;05/06/2024;25/11/2024;DERMATOLOGIE        ;N;166;166;
001003;MASQUE DEPIGMENTANT LCA 75ML;LCA00002;;          ;;2;1690.09;1721.97;1753.86;0;1594.42;1642.25;;28-JANV;Z6-B4;0.1;0.01;;0;10/09/2024;07/01/2025;DERMATOLOGIE        ;N;167;167;
001034;CRM REPARATRICE LCA 50ML    **;LCA00003;;          ;;5;952.52;970.49;1006.43;1285;898.6;925.56;05/24;CF03-1-28-29;Z6-B6;0.1;0.01;;0;11/02/2025;03/02/2025;DERMATOLOGIE        ;N;168;168;
000969;GEL CONTOUR DES YEUX LCA 15 ML;LCA00004;;          ;002       ;5;1026.64;1046.01;1104.12;1385;968.53;997.59;;1-28-29;Z6-B5;0.1;0.01;;0;18/02/2025;17/02/2025;DERMATOLOGIE        ;N;169;169;
001287;SHP BIONNEX ANTICHUTE ANTIPELLICUL 300ML;SHBI0001;;          ;008       ;11;1590;1620;1650;1980;1500;1545;;29/01/2028;Z6-B3;0.1;0.01;;0;02/02/2025;13/01/2025;DERMATOLOGIE        ;N;170;170;
001270;SHP BIONNEX ANTICHUTE  CHEV GRAS 300 ML;SHBI0002;;          ;002       ;10;1589.99;1619.99;1649.99;1980;1499.99;1544.99;;1-62-16-28-29;Z6-B3;0.1;0.01;;0;13/02/2025;17/02/2025;DERMATOLOGIE        ;N;171;171;
001300;SHP BIONNEX ANTICHUTE CHEV NORMAUX 300ML;SHBI0003;;          ;005       ;9;1589.99;1619.99;1649.99;1980;1499.99;1544.99;;28-1-16-29-95-62;Z6-B3;0.1;0.01;;0;13/02/2025;19/02/2025;DERMATOLOGIE        ;N;172;172;
001294;SHP BIONNEX ANTICHUT CHEV SEC/ABIM 300ML;SHBI0004;;          ;005       ;8;1589.99;1619.99;1649.99;1980;1499.99;1544.99;;28-1-16-29;Z6-G6;0.1;0.01;;0;13/02/2025;17/02/2025;DERMATOLOGIE        ;N;173;173;
001393;CRM BIONNEX REPAR RENSADERME 30 ML;CRBI0001;;          ;;0;1487.6;1515.67;1557.77;1950.02;1403.4;1445.5;;1;Z6-B4;0.1;0.01;;0;15/03/2022;;DERMATOLOGIE        ;N;174;174;
141252;SHP KLORANE A LA QUININE 200 ML;SHKL0001;+ VIT B;          ;          ;6;1660.98;1692.32;1723.66;2200;1566.96;1613.97;;29-1-50-28-16;Z6-C6;0.1;0.01;;0;31/12/2024;17/02/2025;DERMATOLOGIE        ;N;175;175;
201147;SHP KLORANE A LA QUININE 400 ML;SHKL0002;+ VIT B;          ;          ;0;2415.95;2461.54;2598.29;3200;2279.2;2347.58;;JANV-28;Z6-C6;0.1;0.01;;0;29/05/2024;17/02/2025;DERMATOLOGIE        ;N;176;176;
989995;# GEL KELO-COTE   15 GR;GEKE0001;CICATRISANTE;          ;;7;2527.63;2599.85;2648;3310;2431.34;2479.49;;28-1-CF03-113-95;Z6-A5;0.1;0.01;;0;22/02/2025;28/01/2025;DERMATOLOGIE        ;N;177;177;
989988;GEL KELO-COTE       06    GR;GEKE0002;CICATRISANTE;          ;          ;0;1944.94;1981.64;2036.68;2499.98;1834.85;1889.9;;JANV-16;Z6-A6;0.1;0.01;;0;09/01/2024;18/02/2024;DERMATOLOGIE        ;N;178;178;
204667;#  CRM AVENE CICALFATE + 40 ML;CRCI0001;CRM REPARATRICE;          ;;0;1887.47;1923.08;2029.92;2500;1780.63;1834.05;;28-95-1-16;Z6-A9;0.1;0.01;;0;29/05/2024;25/12/2024;DERMATOLOGIE        ;N;179;179;
002721;CRM AVENE COLD CREAM 100 ML;COCR0003;PEAU SENSIBLE;          ;;0;2181.9;2223.07;2305.41;0;2058.4;2120.15;;JANV-28;Z6-A6;0.1;0.01;;0;03/02/2024;16/12/2024;DERMATOLOGIE        ;N;180;180;
203493;GEL AVENE HYDRANCE AQUA-GEL 50ML;AVEN0013;;          ;;1;3069.02;3126.92;3184.83;4065;2895.3;2982.16;;29/01/1995;Z6-B6;0.1;0.01;;0;13/02/2024;16/03/2024;DERMATOLOGIE        ;N;181;181;
100297;SERUM AVENE HYDRANCE INTENCE 30 ML;AVEN0015;;          ;;0;2054.88;2093.66;2203.85;2865.01;1938.57;1996.73;;1;SR;0.1;0.01;;0;15/03/2022;17/01/2024;DERMATOLOGIE        ;N;182;182;
208795;CRM AVENE HYDRANCE OPTIMAL RICHE UV 40ML;CRAV0005;CREME HYDRATANTE SPF 30 ANTIOXIDANT;          ;;1;2574.43;2623;2744.43;3410;2428.72;2501.58;;28-1-95-16;Z6-A6;0.1;0.01;;0;19/01/2025;08/02/2025;DERMATOLOGIE        ;N;183;183;
112047;# FLUIDE AVENE SPF 50+ 50 ML;FLAV0001;;          ;av465     ;0;3019.16;3076.12;3218.24;3998.88;2848.28;2933.72;;CF03-29-1-62-54-28;Z6-C2;0.1;0.01;;0;22/05/2024;19/08/2024;DERMATOLOGIE        ;N;184;184;
100037;CRM AVENE SPF 50 + TEINTE 50 ML;CRAV0002;;          ;;0;3019.18;3076.14;3190.07;3999;2848.28;2933.73;;CF03-29-1-28;Z6-C2;0.1;0.01;;0;12/12/2023;21/05/2024;DERMATOLOGIE        ;N;185;185;
098938;# CRM AVENE SPF 50 +    50 ML;CRAV0001;;          ;;1;3019.18;3076.14;3218.56;3999;2848.28;2933.73;;CF03-29-1-54-28;Z6-C6;0.1;0.01;;0;22/05/2024;16/01/2025;DERMATOLOGIE        ;N;186;186;
003131;SPRAY AVENE EAU THERMAL 300 ML;SPAV0001;;          ;          ;0;1623.22;1653.85;1715.1;2150;1531.34;1577.28;;JANV-28;SR;0.1;0.01;;0;20/02/2024;25/03/2024;DERMATOLOGIE        ;N;187;187;
104684;PAIN SURGRAS AVENE XERACALM AD  100 GR;PAAV0001;;          ;;0;1113.6;1134.62;1155.63;1386.75;1050.57;1082.09;;JANV-62;Z6-A6;0.1;0.01;;0;07/12/2022;09/02/2023;DERMATOLOGIE        ;N;188;188;
209495;CRM A-DERMA EPITHELIAL AH 40 ML;ADER0001;;          ;;0;1876.15;1911.55;2000.04;2485;1769.95;1823.05;;29-1-28-16;Z6-C3;0.1;0.01;;0;28/09/2024;20/11/2024;DERMATOLOGIE        ;N;189;189;
104950;COMPRIME DUCRAY ANACAPS ANTI CHUTE BT/30;ANAC0001;;          ;          ;0;2770.81;2939.93;2936;3670.01;2613.97;2692.39;01/09/24;CF03-29-1;Z6-A7;0.1;0.01;;0;06/06/2022;16/01/2023;DERMATOLOGIE        ;N;190;190;
075533;SHP DUCRAY ANAPHASE + 200ML;SHAN0001;ANTI CHUTE;          ;F2196     ;0;1887.48;1923.09;1994.32;2500;1780.64;1834.06;;28-95-1-16;Z6-C7;0.1;0.01;;0;15/10/2024;02/12/2024;DERMATOLOGIE        ;N;191;1950;
140453;SHP DUCRAY KELUAL DS ANTI PELLUCULAIRE 100ML;SHKE0003;;          ;          ;4;2544.06;2592.06;2712.08;3370;2400.28;2472.05;;1;Z6-A6;0.1;0.01;;0;31/12/2024;30/12/2024;DERMATOLOGIE        ;N;192;192;
148473;SHP DUCRAY KERTYOL PSO 200ML;SHKE0002;POUR LA PSORIASISSE;          ;;5;2544.32;2592.32;2712.34;3370;2400.3;2472.31;;1-29;Z6-A8;0.1;0.01;;0;19/12/2024;18/12/2024;DERMATOLOGIE        ;N;193;193;
389296;CRM DUCRAY MELASCREEN  ANTI TACHE SPF 50  40ML;DUCR0003;;          ;          ;1;2095.09;2134.62;2233.44;2775;1976.5;2035.79;;JANV-16;Z6-B4;0.1;0.01;;0;30/06/2024;22/12/2024;DERMATOLOGIE        ;N;194;194;
049497;CRM DUCRAY MELASCREEN RICHE 40 ML;DUCR0004;DEPIGMENTANTE SPF 50;          ;          ;0;3608.83;3676.92;3847.15;4780;3404.56;3506.7;;95;Z6-A7;0.1;0.01;;0;20/05/2024;28/05/2024;DERMATOLOGIE        ;N;195;195;
251240;SHP NOVOPHANE ULTRANUTRITIF CHE SEC/ABIM;SHNO0005;LABO ACM;          ;;6;1519.89;1548.57;1648.94;0;1433.86;1476.88;ACM;29/01/2028;Z6-A6;0.1;0.01;;0;19/01/2025;09/01/2025;DERMATOLOGIE        ;N;196;196;
;SHP NOVOPHANE DS;SHNO0003;;          ;;6;1452.2;1479.6;1534.4;0;1370;1411.1;;28-JANV;Z6-A5;0.1;0.01;;0;21/01/2025;23/01/2025;DERMATOLOGIE        ;N;197;197;
980241;SHP NOVOPHANE ENERGISAN ANTICHUTE;SHNO0001;CHEVEUX TERNE/FRAGIL;          ;05        ;8;1817.89;1852.19;1903.64;0;1715;1766.44;;28-29-1-62-16;Z6-A5;0.1;0.01;;0;19/01/2025;17/02/2025;DERMATOLOGIE        ;N;198;2096;
890029;SHP NOVOPHANE K;SHNO0004;ANTIPELLECULAIRE;          ;;3;1483.99;1511.99;1567.99;0;1399.99;1441.99;;28-1;Z6-A4;0.1;0.01;;0;15/02/2025;23/02/2025;DERMATOLOGIE        ;N;199;199;
980234;LOTION NOVOPHANE ANTI CHUTE 100ML;LONO0001;;          ;;7;1618.62;1649.16;1679.7;0;1527;1572.81;;CF03-28-1-29-16;Z6-A5;0.1;0.01;;0;19/12/2024;10/02/2025;DERMATOLOGIE        ;N;200;200;
;GEL VITIX REGULATEUR 50 ML;VITI0003;;          ;;6;3707.08;3777.03;3916.92;0;3497.25;3602.17;;29/01/2028;Z6-A1;0.1;0.01;;0;24/09/2024;05/02/2025;DERMATOLOGIE        ;N;201;201;
250212;COMPRIME VITIX BT/30 CP;VITI0001;;          ;03        ;5;2353.2;2397.6;2508.6;0;2220;2286.6;;28-JANV;Z6-A6;0.1;0.01;;0;24/09/2024;26/01/2025;DERMATOLOGIE        ;N;202;202;
980272;CRM DEPIWHITE ADVENCED ANTITACHES 40 ML;DEPI0001;;          ;;20;1742.63;1775.51;1841.27;0;1643.99;1693.31;;28-29-1-16;Z6-C1;0.1;0.01;;0;04/02/2025;03/02/2025;DERMATOLOGIE        ;N;203;203;
980357;CRM DEPIWHITE M SPF 50 + 40 ML;DEPI0002;CR PROTECTRICE SPF 50;          ;;11;1494.6;1522.8;1593.3;0;1410;1452.3;;28-1-16;Z6-A4;0.1;0.01;;0;04/02/2025;15/02/2025;DERMATOLOGIE        ;N;204;204;
981125;MASQUE DEPIWHITE 40ML;DEPI0006;;          ;;7;1430.99;1457.99;1498.49;0;1349.99;1390.49;;28/01/2016;SR;0.1;0.01;;0;03/10/2024;30/09/2024;DERMATOLOGIE        ;N;205;205;
980180;NOVOPHANE GELLULE PT/60;NOVO0001;;          ;;0;1600.21;1630.4;1705.88;0;1509.63;1554.92;;28-29-1-16;Z6-A8;0.1;0.01;;0;09/01/2025;17/02/2025;DERMATOLOGIE        ;N;206;206;
251295;CRM ACM CICASTIM ARNICA 20 ML;CICA0001;CREME APAISANTE HYDRATANT;          ;;4;748.65;770.04;798.56;0;720.13;734.39;;16;Z6-B1;0.1;0.01;;0;02/10/2024;12/10/2024;DERMATOLOGIE        ;N;207;207;
600642;CRM SOLAIRE DERMAGORE SPF 50+ 40 ML;DERM0005;;          ;          ;0;1450.61;1477.98;1505.35;0;1368.5;1409.55;;CF03-1-28;Z6-A8;0.1;0.01;;0;31/08/2023;06/07/2024;DERMATOLOGIE        ;N;208;208;
020029;CRM DERMAGOR ATOPICALM VISAGE 40 ML;ATOP0001;;          ;;0;870.37;886.79;903.21;0;821.1;845.73;;CF03-1-28-16;Z6-C8;0.1;0.01;;0;13/11/2024;17/02/2025;DERMATOLOGIE        ;N;209;209;
000518;BOITE PHARMACIE ABC GM;BPAB0001;;          ;          ;33;328.59;334.79;350.29;0;309.99;319.29;;1-16-29-39;Z8;0.1;0.01;;0;13/02/2025;09/02/2025;PARA MEDICALE       ;N;210;210;
000327;TASSE BEBE ABC;TAAB0001;;          ;          ;0;64.93;66.15;69.46;87.57;61.25;63.09;;1;ZZ10-F1;0.1;0.01;;0;15/03/2022;13/09/2023;BEBE                ;N;211;211;
000137;BANDE A GAZ ALDISMED 4*10  BT/50 PCS;BGAL0001;4*10CM;          ;;750;23.75;24.2;27.5;0;22.41;23.08;;28-01-22;Z8;0.1;0.01;;0;23/10/2024;10/02/2025;PARA PHRMACIE       ;N;212;212;
1004540;EMPLATRE NEOCAPSICUM GM BT/48;EMNE0001;;          ;;0;146.28;149.04;155.94;200;138;142.14;;28-1;Z3-C6;0.1;0.01;;0;22/10/2024;30/12/2024;PARA PHRMACIE       ;N;213;213;
004536;EMPLATRE NEOCAPSICUM PM   48 PCS;EMNE0002;;          ;2137114001;0;72.08;73.44;77.52;0;68;70.04;;28/01/2016;Z3-C5;0.1;0.01;;0;22/10/2024;20/01/2025;PARA PHRMACIE       ;N;214;214;
